timesheet_id,employee_id,employee_name,project_id,task_id,work_date,hours_worked,overtime_hours,billable_flag,approved_by,work_notes
TMS00710,EMP018,Jeet Ranganathan,PRJ012,TSK00353,24-05-2026,4.9,2,Yes,Maanav Lad,Ea iure accusantium culpa officiis.
TMS00711,EMP076,Qadim Mander,PRJ012,TSK00354,24-05-2026,4.5,2,No,Kai Verma,Officiis quasi excepturi consequatur assumenda saepe eum.
TMS00712,EMP060,Ishanvi Choudhry,PRJ012,TSK00355,24-05-2026,5.6,0.1,Yes,Ijaya Krishnamurthy,Quaerat quam veritatis odit voluptas consequuntur.
TMS00713,EMP039,Ayaan Johal,PRJ012,TSK00356,24-05-2026,2.3,1.1,Yes,Aradhana Mannan,Id inventore dolorum maxime.
TMS00714,EMP039,Ayaan Johal,PRJ012,TSK00356,24-05-2026,5.3,1.7,Yes,Radhika Bakshi,Dignissimos debitis repudiandae temporibus.
TMS00715,EMP039,Ayaan Johal,PRJ012,TSK00357,24-05-2026,9.2,1.7,Yes,Onveer Ahuja,Nihil tempore rerum sit delectus.
TMS00716,EMP039,Ayaan Johal,PRJ012,TSK00357,24-05-2026,5.5,0.8,No,Janya Dua,Ea dolore blanditiis est beatae deserunt maxime dolore.
TMS00717,EMP032,Wakeeta Deshpande,PRJ012,TSK00358,24-05-2026,9,0.4,Yes,Lipika Dhawan,Nihil fugiat nesciunt est eius inventore minima.
TMS00718,EMP032,Wakeeta Deshpande,PRJ012,TSK00358,24-05-2026,3.2,1.9,Yes,Mitali Tiwari,Voluptas tenetur unde molestias reiciendis provident.
TMS00719,EMP073,Rachana Rajan,PRJ012,TSK00359,24-05-2026,2.9,0.1,No,Champak Shanker,Optio maiores sapiente asperiores harum neque.
TMS00720,EMP003,Naveen Dugar,PRJ012,TSK00360,24-05-2026,4.5,1.7,Yes,Shaurya Krishnamurthy,Libero illum commodi.
TMS00721,EMP003,Naveen Dugar,PRJ012,TSK00360,24-05-2026,2.5,2.1,No,Rushil Sha,Ullam possimus fugit tempora sint.
TMS00722,EMP003,Naveen Dugar,PRJ012,TSK00360,24-05-2026,9.8,0,No,Yashoda Mangat,Harum illo nihil ipsa rerum ab.
TMS00723,EMP046,Xiti Baral,PRJ013,TSK00361,24-05-2026,7.7,1.8,No,Maanav Sathe,Neque aliquam vero aliquam aut cupiditate repellendus.
TMS00724,EMP046,Xiti Baral,PRJ013,TSK00361,24-05-2026,2.9,1.5,Yes,Veda Prabhakar,Vitae dolore minima corporis suscipit veritatis.
TMS00725,EMP046,Xiti Baral,PRJ013,TSK00361,24-05-2026,6.1,0.7,No,Amaira Palan,Occaecati saepe iste.
TMS00726,EMP038,Thomas Dada,PRJ013,TSK00362,24-05-2026,5,2.5,No,Kamala Johal,Adipisci velit dicta dolorum nisi atque.
TMS00727,EMP038,Thomas Dada,PRJ013,TSK00362,24-05-2026,2.6,1.3,No,Sanaya Keer,Consequuntur nisi reprehenderit suscipit dolorem ullam reiciendis vitae.
TMS00728,EMP038,Thomas Dada,PRJ013,TSK00362,24-05-2026,3.1,1,No,Mohini Padmanabhan,Sit ipsam illum delectus consequuntur totam.
TMS00729,EMP041,Chatura Oza,PRJ013,TSK00363,24-05-2026,9.8,2.7,No,Qarin Kapadia,Accusantium ab ipsum ex iste eaque.
TMS00730,EMP041,Chatura Oza,PRJ013,TSK00363,24-05-2026,5.8,2.9,Yes,Tanish Chaudhary,Totam possimus eveniet eligendi ipsam.
TMS00731,EMP067,Vivaan Gandhi,PRJ013,TSK00364,24-05-2026,4.9,0.9,Yes,Geetika Karpe,Optio placeat enim veniam voluptates ullam perspiciatis.
TMS00732,EMP020,Qabil Chaudhry,PRJ013,TSK00365,24-05-2026,2.2,1.8,No,Faris Ranganathan,Eius dolores fuga quis.
TMS00733,EMP020,Qabil Chaudhry,PRJ013,TSK00365,24-05-2026,6.1,2.3,No,Vaishnavi Salvi,Quibusdam ratione magni fugit ab dolorum.
TMS00734,EMP020,Qabil Chaudhry,PRJ013,TSK00365,24-05-2026,9.5,1.1,Yes,Libni Sandhu,Occaecati totam iure expedita minus odit.
TMS00735,EMP003,Naveen Dugar,PRJ013,TSK00366,24-05-2026,7.8,1.1,Yes,Dalbir Dani,Dignissimos qui impedit molestiae quas unde quas expedita.
TMS00736,EMP003,Naveen Dugar,PRJ013,TSK00366,24-05-2026,9.6,2.9,Yes,Sara Khosla,Perferendis soluta maiores placeat odio quo sit.
TMS00737,EMP003,Naveen Dugar,PRJ013,TSK00366,24-05-2026,6.5,3,No,Nidhi Sule,Laudantium deleniti est maiores ex.
TMS00738,EMP098,Kashish Raj,PRJ013,TSK00367,24-05-2026,7.9,2.5,Yes,Bhavna Dixit,Autem quisquam saepe.
TMS00739,EMP098,Kashish Raj,PRJ013,TSK00367,24-05-2026,6.9,2,No,Pahal Kar,Unde consequatur dolore non reprehenderit minus praesentium.
TMS00740,EMP098,Kashish Raj,PRJ013,TSK00367,24-05-2026,4.5,0.6,No,Ikshita Barman,Nihil aliquam ipsam labore id nam sit.
TMS00741,EMP019,Eta Narang,PRJ013,TSK00368,24-05-2026,4.6,2.4,No,Yadavi Hora,Sequi tempore autem voluptatibus earum placeat pariatur ab.
TMS00742,EMP098,Kashish Raj,PRJ013,TSK00369,24-05-2026,5.6,2.2,Yes,Yochana Borra,Voluptatum omnis eos natus distinctio ducimus commodi.
TMS00743,EMP005,Vinaya Dyal,PRJ013,TSK00370,24-05-2026,3.9,2.2,No,Daksha Bajaj,Suscipit in itaque dolorem dolor.
TMS00744,EMP005,Vinaya Dyal,PRJ013,TSK00370,24-05-2026,4.9,1.1,Yes,Chandran Gola,Aliquam fugit dolorum odio quisquam eos.
TMS00745,EMP005,Vinaya Dyal,PRJ013,TSK00370,24-05-2026,9.3,2,Yes,Jagrati Dugal,Nisi natus cum.
TMS00746,EMP002,Kalpit Deol,PRJ013,TSK00371,24-05-2026,8.3,0.7,Yes,Aditya Bhardwaj,Culpa esse perspiciatis alias.
TMS00747,EMP002,Kalpit Deol,PRJ013,TSK00371,24-05-2026,9.4,0.7,No,Aayush Sant,Odit aperiam tempora praesentium illo.
TMS00748,EMP019,Eta Narang,PRJ013,TSK00372,24-05-2026,6.7,0.4,No,Henry Mukhopadhyay,Tempora pariatur fugit numquam debitis.
TMS00749,EMP019,Eta Narang,PRJ013,TSK00372,24-05-2026,8.4,1,Yes,Urvashi Salvi,Quibusdam ducimus sequi ipsam.
TMS00750,EMP019,Eta Narang,PRJ013,TSK00372,24-05-2026,2.7,1.3,Yes,Ijaya Puri,Maxime optio asperiores temporibus facere veritatis.
TMS00751,EMP079,Balvan Shere,PRJ013,TSK00373,24-05-2026,6,2.6,Yes,Yachana Luthra,Atque cumque magni labore.
TMS00752,EMP079,Balvan Shere,PRJ013,TSK00373,24-05-2026,9.2,2.6,Yes,Ethan Ratta,Voluptas quasi tenetur fugiat veritatis.
TMS00753,EMP079,Balvan Shere,PRJ013,TSK00373,24-05-2026,3.3,1.3,No,Darpan Bal,Quidem modi incidunt hic nobis quo.
TMS00754,EMP025,Udarsh Kaul,PRJ013,TSK00374,24-05-2026,2.8,2.6,No,Ojas Varma,Quam expedita eveniet reprehenderit.
TMS00755,EMP025,Udarsh Kaul,PRJ013,TSK00374,24-05-2026,2.2,0.5,Yes,Aarnav Parmar,Quidem id voluptatum quis occaecati.
TMS00756,EMP025,Udarsh Kaul,PRJ013,TSK00374,24-05-2026,3.1,2.6,No,Azaan Batta,Mollitia necessitatibus consequuntur ex iure.
TMS00757,EMP047,Gautam Dhar,PRJ013,TSK00375,24-05-2026,4.8,1.2,Yes,Baghyawati Sunder,Autem eligendi placeat in tempore.
TMS00758,EMP047,Gautam Dhar,PRJ013,TSK00375,24-05-2026,7.7,0.4,No,Zaitra Bhavsar,Nam atque temporibus numquam voluptatem cumque deserunt asperiores.
TMS00759,EMP066,Harita Doshi,PRJ013,TSK00376,24-05-2026,6.9,0.3,Yes,Jatin Hayer,Neque numquam ut earum architecto temporibus.
TMS00760,EMP066,Harita Doshi,PRJ013,TSK00376,24-05-2026,2.6,2.8,No,Laban Deo,Nesciunt non praesentium consequuntur delectus.
TMS00761,EMP066,Harita Doshi,PRJ013,TSK00376,24-05-2026,9.3,1.9,No,Saanvi Yohannan,Iste consequuntur natus quo totam vel inventore.
TMS00762,EMP018,Jeet Ranganathan,PRJ013,TSK00377,24-05-2026,8.1,2.1,Yes,Mekhala Butala,Hic provident non.
TMS00763,EMP018,Jeet Ranganathan,PRJ013,TSK00377,24-05-2026,7.8,1.8,Yes,Eta Batra,Nobis nihil ipsam laudantium.
TMS00764,EMP050,Ishwar Taneja,PRJ013,TSK00378,24-05-2026,9.2,1.8,No,Rajeshri Parsa,Inventore fuga explicabo nemo.
TMS00765,EMP055,Azad Nadkarni,PRJ013,TSK00379,24-05-2026,7.2,1.1,No,Damyanti Grewal,Deserunt unde debitis placeat explicabo.
TMS00766,EMP055,Azad Nadkarni,PRJ013,TSK00379,24-05-2026,3.4,2.2,No,Caleb Sangha,Pariatur aliquid dolorem tempora quis ex.
TMS00767,EMP055,Azad Nadkarni,PRJ013,TSK00379,24-05-2026,9.6,0.3,No,Anjali Deo,Reprehenderit esse veritatis sequi accusantium.
TMS00768,EMP087,Omya Issac,PRJ013,TSK00380,24-05-2026,4.7,1.7,No,Peter Borra,Recusandae reiciendis ratione repellat eaque laborum.
TMS00769,EMP087,Omya Issac,PRJ013,TSK00380,24-05-2026,4.3,1.2,Yes,Anika Mahal,Optio tenetur architecto rem officia quam.
TMS00770,EMP089,Alexander Singhal,PRJ013,TSK00381,24-05-2026,2.3,2.8,Yes,Dayita Sathe,Nemo facere ipsam autem.
TMS00771,EMP052,Ekalinga Ravi,PRJ013,TSK00382,24-05-2026,6.2,1.7,No,Vyanjana Sheth,Laboriosam eligendi saepe iusto.
TMS00772,EMP052,Ekalinga Ravi,PRJ013,TSK00382,24-05-2026,2.8,0.9,Yes,Zaitra Raghavan,Autem ex et quae ex.
TMS00773,EMP052,Ekalinga Ravi,PRJ013,TSK00383,24-05-2026,4.2,1.3,Yes,Hitesh Palla,Sed omnis veritatis.
TMS00774,EMP052,Ekalinga Ravi,PRJ013,TSK00383,24-05-2026,4.3,2.8,Yes,Radha Grewal,Accusamus itaque sint id tempora accusantium animi.
TMS00775,EMP014,Unni Om,PRJ013,TSK00384,24-05-2026,7.3,0.4,Yes,Henry Ramesh,Totam debitis nihil.
TMS00776,EMP095,Hemal Lata,PRJ013,TSK00385,24-05-2026,8.7,2.3,Yes,Rachana Sami,Nesciunt sapiente explicabo quas consequatur labore est laboriosam.
TMS00777,EMP095,Hemal Lata,PRJ013,TSK00385,24-05-2026,6.8,0.1,Yes,Damyanti Lalla,Voluptatem quisquam dolores a.
TMS00778,EMP095,Hemal Lata,PRJ013,TSK00385,24-05-2026,2.1,2.5,Yes,Tanvi Gopal,Reiciendis delectus labore magnam.
TMS00779,EMP042,Amruta Mall,PRJ013,TSK00386,24-05-2026,3.6,2.8,No,Anusha Wadhwa,Quo nostrum animi a exercitationem expedita.
TMS00780,EMP042,Amruta Mall,PRJ013,TSK00386,24-05-2026,7.9,1.6,No,Urvashi Mander,Odit cupiditate illum quia sequi tenetur veritatis.
TMS00781,EMP085,Zansi Dewan,PRJ013,TSK00387,24-05-2026,9.3,2.1,Yes,Rajata Oak,Rem reiciendis minima illo aperiam.
TMS00782,EMP085,Zansi Dewan,PRJ013,TSK00387,24-05-2026,5.6,1.3,No,Nidra Rout,Voluptatibus magni occaecati accusamus quos voluptatum nostrum totam.
TMS00783,EMP050,Ishwar Taneja,PRJ013,TSK00388,24-05-2026,8.9,3,Yes,Vihaan Sekhon,Iure ipsum saepe cumque dignissimos iste a.
TMS00784,EMP072,Triveni Comar,PRJ013,TSK00389,24-05-2026,8.4,2.2,Yes,Kabir Subramaniam,In nulla accusamus occaecati quam quos praesentium dolorum.
TMS00785,EMP072,Triveni Comar,PRJ013,TSK00389,24-05-2026,7.8,1,No,Yashodhara Gokhale,Dolore sed a laborum officiis.
TMS00786,EMP063,Bhavini Seth,PRJ013,TSK00390,24-05-2026,5.6,2.2,Yes,Aashi Choudhry,Sunt nihil repellendus dicta.
TMS00787,EMP063,Bhavini Seth,PRJ013,TSK00390,24-05-2026,7.7,0.9,Yes,Baljiwan Raju,Beatae fugiat delectus sapiente praesentium.
TMS00788,EMP008,Balveer Bains,PRJ014,TSK00391,24-05-2026,2.8,2.1,No,Oliver Cheema,Nulla at aut repellat itaque.
TMS00789,EMP008,Balveer Bains,PRJ014,TSK00391,24-05-2026,3.5,1.7,Yes,Azaan Sachdev,Inventore iure consequatur officiis sapiente consequatur modi.
TMS00790,EMP004,Darpan Borra,PRJ014,TSK00392,24-05-2026,7,0.7,No,Jairaj Narula,Voluptate consequuntur nemo quae eligendi laboriosam.
TMS00791,EMP004,Darpan Borra,PRJ014,TSK00392,24-05-2026,9,0.7,Yes,Sanaya Nagarajan,Quasi perferendis inventore dolores natus nostrum.
TMS00792,EMP004,Darpan Borra,PRJ014,TSK00392,24-05-2026,4.1,0.5,Yes,Omisha Mall,Possimus eum ullam cum autem.
TMS00793,EMP055,Azad Nadkarni,PRJ014,TSK00393,24-05-2026,6,0.4,Yes,Devansh Naidu,Officia ratione mollitia quisquam odio perferendis.
TMS00794,EMP055,Azad Nadkarni,PRJ014,TSK00393,24-05-2026,9.6,2.6,Yes,Idika Venkataraman,Iste quae ducimus ad.
TMS00795,EMP055,Azad Nadkarni,PRJ014,TSK00393,24-05-2026,2,0.2,Yes,Aadi Nagar,Quis fuga omnis amet.
TMS00796,EMP083,Siddharth Banerjee,PRJ014,TSK00394,24-05-2026,3.4,1.3,No,Champak Vora,Magnam eius reiciendis commodi error deleniti.
TMS00797,EMP083,Siddharth Banerjee,PRJ014,TSK00394,24-05-2026,6.9,1.9,Yes,Xavier Vohra,Ut ad impedit omnis.
TMS00798,EMP083,Siddharth Banerjee,PRJ014,TSK00394,24-05-2026,7.1,1.5,Yes,Geetika Din,Architecto nobis odio minus provident alias animi.
TMS00799,EMP003,Naveen Dugar,PRJ014,TSK00395,24-05-2026,8.7,2.6,No,Onveer Dave,Debitis officia aperiam veniam.
TMS00800,EMP003,Naveen Dugar,PRJ014,TSK00395,24-05-2026,5.9,1.9,No,Yahvi Kaur,Modi ratione distinctio dolorem dolores.
TMS00801,EMP061,Yashodhara Chadha,PRJ014,TSK00396,24-05-2026,5.8,0.3,Yes,Nilima Basak,Itaque mollitia nam blanditiis.
TMS00802,EMP061,Yashodhara Chadha,PRJ014,TSK00396,24-05-2026,9.7,2.7,No,Ijaya Tak,Quas architecto expedita repellendus.
TMS00803,EMP061,Yashodhara Chadha,PRJ014,TSK00396,24-05-2026,5.4,1.3,Yes,Aadhya Sandhu,Nihil rem enim quidem nostrum dolor maiores dignissimos.
TMS00804,EMP013,Chanakya Chana,PRJ014,TSK00397,24-05-2026,5.4,0.5,No,Tamanna Contractor,Culpa quo laborum repellendus qui.
TMS00805,EMP013,Chanakya Chana,PRJ014,TSK00397,24-05-2026,7.3,1,No,Vasana Ramanathan,Totam possimus consectetur at.
TMS00806,EMP013,Chanakya Chana,PRJ014,TSK00397,24-05-2026,7.6,2.3,No,Kritika Dora,Nostrum nemo deserunt voluptas eligendi.
TMS00807,EMP026,Madhav Roy,PRJ014,TSK00398,24-05-2026,6.8,2.1,Yes,Zaid Prasad,Natus doloremque esse est.
TMS00808,EMP026,Madhav Roy,PRJ014,TSK00398,24-05-2026,4.3,1.5,No,Vaishnavi Warrior,Dolores vero maiores.
TMS00809,EMP052,Ekalinga Ravi,PRJ014,TSK00399,24-05-2026,6.5,1,No,Mitesh Das,Tempore dolorum aliquam.
TMS00810,EMP068,Ijaya Bedi,PRJ014,TSK00400,24-05-2026,5.1,1.3,No,Vivaan Palla,Voluptatibus sequi reiciendis aut laboriosam.
TMS00811,EMP068,Ijaya Bedi,PRJ014,TSK00400,24-05-2026,4.1,0.2,No,Kalpit Parmar,Saepe error eligendi repudiandae consequatur.
TMS00812,EMP056,Widisha Lad,PRJ014,TSK00401,24-05-2026,3.8,1.9,Yes,Ishaan Lall,Unde fugit cum voluptas.
TMS00813,EMP056,Widisha Lad,PRJ014,TSK00401,24-05-2026,4.5,1.2,Yes,Neel Mani,Dolor impedit possimus libero ducimus.
TMS00814,EMP056,Widisha Lad,PRJ014,TSK00401,24-05-2026,6.3,2.3,Yes,Matthew Bains,Nemo ipsum laudantium magni.
TMS00815,EMP098,Kashish Raj,PRJ014,TSK00402,24-05-2026,6.9,0.4,Yes,Tristan Mann,Autem dolorem debitis quam aliquid temporibus ducimus recusandae.
TMS00816,EMP098,Kashish Raj,PRJ014,TSK00402,24-05-2026,9.6,0.1,No,Ansh Bobal,Praesentium veniam asperiores quidem excepturi.
TMS00817,EMP098,Kashish Raj,PRJ014,TSK00402,24-05-2026,2.7,2.1,No,Shivansh Trivedi,Omnis exercitationem totam minus.
TMS00818,EMP069,Dominic Dewan,PRJ014,TSK00403,24-05-2026,2.5,0.1,Yes,Lipika Kata,Nam iure atque.
TMS00819,EMP069,Dominic Dewan,PRJ014,TSK00403,24-05-2026,4.9,0.6,Yes,Lajita Singh,Quod nemo assumenda corrupti laboriosam repellendus perspiciatis.
TMS00820,EMP069,Dominic Dewan,PRJ014,TSK00403,24-05-2026,8.7,1.2,Yes,Gaurang Hora,Ratione libero quod rerum.
TMS00821,EMP020,Qabil Chaudhry,PRJ014,TSK00404,24-05-2026,8.4,2.7,No,Benjamin Munshi,Harum nesciunt amet totam quis.
TMS00822,EMP020,Qabil Chaudhry,PRJ014,TSK00404,24-05-2026,5.3,1.7,Yes,Janani Seshadri,Explicabo libero eveniet beatae.
TMS00823,EMP037,Samarth Goel,PRJ014,TSK00405,24-05-2026,2.3,0.1,Yes,Chameli Seshadri,Nihil vitae ad quaerat illum suscipit.
TMS00824,EMP004,Darpan Borra,PRJ014,TSK00406,24-05-2026,5.2,1.5,Yes,Panini Vora,In ab nisi accusamus delectus aliquid.
TMS00825,EMP004,Darpan Borra,PRJ014,TSK00406,24-05-2026,4.3,0.1,Yes,Yamini Sami,Magnam vel vel corporis temporibus similique expedita quod.
TMS00826,EMP004,Darpan Borra,PRJ014,TSK00406,24-05-2026,2.3,2.2,No,Aarna Ramachandran,Ab aspernatur aperiam illo voluptatum.
TMS00827,EMP026,Madhav Roy,PRJ014,TSK00407,24-05-2026,5.2,2.5,No,Aarav Dhaliwal,Vero nihil voluptatum aperiam magnam quibusdam reprehenderit.
TMS00828,EMP026,Madhav Roy,PRJ014,TSK00407,24-05-2026,8.9,0.2,No,Neelima Kapoor,Nostrum nobis earum.
TMS00829,EMP026,Madhav Roy,PRJ014,TSK00407,24-05-2026,2.2,2.2,Yes,Nikita Ramakrishnan,Molestiae culpa officiis deserunt consectetur natus dicta.
TMS00830,EMP023,Dev Agrawal,PRJ014,TSK00408,24-05-2026,7.9,2.4,Yes,Qushi Jha,Consequatur nobis dignissimos quibusdam excepturi.
TMS00831,EMP009,Madhav Agate,PRJ014,TSK00409,24-05-2026,8.9,2.4,No,Vedant Loke,Labore eligendi dolores quo.
TMS00832,EMP009,Madhav Agate,PRJ014,TSK00409,24-05-2026,6.1,0.1,No,Bimala Mand,Unde mollitia et necessitatibus aspernatur consequuntur omnis quos.
TMS00833,EMP009,Madhav Agate,PRJ014,TSK00409,24-05-2026,5.7,0.3,No,Ayushman Prasad,Non aspernatur et suscipit.
TMS00834,EMP095,Hemal Lata,PRJ014,TSK00410,24-05-2026,4.3,0.3,No,Pratyush Batta,Quod maxime adipisci voluptate praesentium magnam aut.
TMS00835,EMP095,Hemal Lata,PRJ014,TSK00410,24-05-2026,6.5,1.5,Yes,Ekansh Shan,Natus aspernatur dolor eum commodi.
TMS00836,EMP099,Praneel Sule,PRJ014,TSK00411,24-05-2026,2.1,1.5,No,Sachi Hayer,Perspiciatis doloremque nesciunt molestiae fugiat eaque exercitationem.
TMS00837,EMP099,Praneel Sule,PRJ014,TSK00411,24-05-2026,9.6,2.3,Yes,Raagini Chacko,Quia nam cupiditate accusamus quo enim in consectetur.
TMS00838,EMP023,Dev Agrawal,PRJ014,TSK00412,24-05-2026,3.8,2.9,No,Ekaraj Arya,Accusantium perferendis quas cupiditate quam.
TMS00839,EMP023,Dev Agrawal,PRJ014,TSK00412,24-05-2026,8.2,1.3,No,Amol Kari,Blanditiis excepturi maiores repudiandae minus.
TMS00840,EMP048,Faqid Badami,PRJ014,TSK00413,24-05-2026,2.9,0.9,Yes,Madhavi Chakrabarti,Dicta ducimus perspiciatis sint.
TMS00841,EMP048,Faqid Badami,PRJ014,TSK00413,24-05-2026,8.5,2.9,Yes,Yashawini Rao,Necessitatibus natus molestiae sunt laboriosam.
TMS00842,EMP048,Faqid Badami,PRJ014,TSK00413,24-05-2026,6.5,0.6,No,Samar Bawa,Labore odio saepe enim neque laboriosam.
TMS00843,EMP047,Gautam Dhar,PRJ014,TSK00414,24-05-2026,4,0.4,No,Laban Swamy,Eaque quaerat a.
TMS00844,EMP047,Gautam Dhar,PRJ014,TSK00414,24-05-2026,6.2,2.5,Yes,Falan Sawhney,Magnam voluptatum inventore laboriosam.
TMS00845,EMP047,Gautam Dhar,PRJ014,TSK00414,24-05-2026,2.5,1.5,No,Janani Baria,Voluptate eveniet eligendi distinctio quos alias.
TMS00846,EMP031,Aryan Gokhale,PRJ014,TSK00415,24-05-2026,7.9,2.5,Yes,Mahika Saran,Debitis eius aspernatur magni.
TMS00847,EMP031,Aryan Gokhale,PRJ014,TSK00415,24-05-2026,4.6,1.7,No,Nachiket Bala,Dolorum ipsa esse illum architecto eius accusantium.
TMS00848,EMP057,Tristan Korpal,PRJ014,TSK00416,24-05-2026,4.1,0.6,No,Harsh Ravi,Est quidem optio ex ipsa vitae.
TMS00849,EMP039,Ayaan Johal,PRJ014,TSK00417,24-05-2026,6,2.9,Yes,Geetika Bhandari,Ipsa quasi odit.
TMS00850,EMP039,Ayaan Johal,PRJ014,TSK00417,24-05-2026,4.6,2.1,Yes,Daksh Deshpande,Asperiores dolor quas incidunt debitis quos.
TMS00851,EMP039,Ayaan Johal,PRJ014,TSK00417,24-05-2026,9.4,1.3,Yes,Idika Chander,Non nihil accusamus harum reiciendis animi quos.
TMS00852,EMP100,Ethan Wali,PRJ014,TSK00418,24-05-2026,3,0,Yes,Ekaraj Bhatt,At quos quasi sapiente voluptatem.
TMS00853,EMP100,Ethan Wali,PRJ014,TSK00418,24-05-2026,3.3,1.3,Yes,Gautami Dani,Autem culpa quae impedit voluptas alias deleniti magnam.
TMS00854,EMP034,Indrajit Shan,PRJ014,TSK00419,24-05-2026,9.1,1.5,No,Bina Narasimhan,Eum enim voluptatum assumenda.
TMS00855,EMP083,Siddharth Banerjee,PRJ014,TSK00420,24-05-2026,8,1.6,No,Adweta Shanker,Enim pariatur cum veritatis quo saepe accusantium.
TMS00856,EMP041,Chatura Oza,PRJ015,TSK00421,24-05-2026,4.4,1.3,No,Aadi Sane,Optio ab libero optio velit.
TMS00857,EMP058,Lakshmi Sangha,PRJ015,TSK00422,24-05-2026,9.4,2,No,Wakeeta Dhingra,Eius perferendis amet modi eos.
TMS00858,EMP058,Lakshmi Sangha,PRJ015,TSK00422,24-05-2026,6.9,1.1,Yes,Ekantika Madan,Nihil dolores amet totam labore officia animi.
TMS00859,EMP058,Lakshmi Sangha,PRJ015,TSK00422,24-05-2026,3.1,1.6,Yes,Manbir Narasimhan,Ex doloribus totam laborum libero quidem.
TMS00860,EMP054,Vasatika Thaker,PRJ015,TSK00423,24-05-2026,9.6,1.1,No,Nandini Koshy,Ullam rem quos.
TMS00861,EMP054,Vasatika Thaker,PRJ015,TSK00423,24-05-2026,5.8,0.6,No,Lakshit Setty,Tenetur autem excepturi quibusdam.
TMS00862,EMP054,Vasatika Thaker,PRJ015,TSK00423,24-05-2026,9.4,2.2,Yes,Orinder Upadhyay,Sed magnam aliquam repellendus sint officia blanditiis.
TMS00863,EMP083,Siddharth Banerjee,PRJ015,TSK00424,24-05-2026,6.2,2.5,Yes,Zilmil Gara,Beatae officia perspiciatis amet.
TMS00864,EMP080,Anay Soman,PRJ015,TSK00425,24-05-2026,5.3,0.5,Yes,Saksham Kumer,Magni optio velit corrupti eligendi hic nam.
TMS00865,EMP080,Anay Soman,PRJ015,TSK00425,24-05-2026,9.9,0,Yes,Zehaan Ramesh,Ratione veritatis fugit numquam occaecati quod.
TMS00866,EMP016,Daniel Sem,PRJ015,TSK00426,24-05-2026,7.6,1.6,No,Indira Borah,Error maxime aut neque.
TMS00867,EMP027,Kala Maharaj,PRJ015,TSK00427,24-05-2026,2.5,1.4,Yes,Tanay Dhar,Velit saepe dolores adipisci quisquam.
TMS00868,EMP077,Wakeeta Dayal,PRJ015,TSK00428,24-05-2026,4.8,1.7,Yes,Raksha Bora,Sequi magni inventore.
TMS00869,EMP004,Darpan Borra,PRJ015,TSK00429,24-05-2026,7,2.8,No,Jai Ramaswamy,Perspiciatis debitis inventore.
TMS00870,EMP004,Darpan Borra,PRJ015,TSK00429,24-05-2026,4.3,2.7,No,Gaurika Bhakta,Consequuntur aliquid qui sit.
TMS00871,EMP083,Siddharth Banerjee,PRJ015,TSK00430,24-05-2026,7.8,1.1,No,Maya Doshi,Qui eos impedit illo.
TMS00872,EMP083,Siddharth Banerjee,PRJ015,TSK00430,24-05-2026,9.5,1.7,Yes,Eshana Dhingra,Magni provident maiores ipsam consequatur at.
TMS00873,EMP083,Siddharth Banerjee,PRJ015,TSK00430,24-05-2026,2.6,0.5,Yes,Isaiah Merchant,Delectus iste provident quae veniam voluptates.
TMS00874,EMP088,Qabil Rege,PRJ015,TSK00431,24-05-2026,3.4,1.7,Yes,Forum Kannan,Voluptatem illo nisi eos perspiciatis beatae.
TMS00875,EMP088,Qabil Rege,PRJ015,TSK00431,24-05-2026,8.4,1.8,No,Anya Peri,Consequatur magni ut quam.
TMS00876,EMP007,Chanchal Sinha,PRJ015,TSK00432,24-05-2026,6.6,2.6,No,Vanya Dara,Tenetur esse quaerat.
TMS00877,EMP007,Chanchal Sinha,PRJ015,TSK00432,24-05-2026,9.7,2.2,No,Bimala Deshpande,Numquam voluptatem sapiente architecto.
TMS00878,EMP080,Anay Soman,PRJ015,TSK00433,24-05-2026,3.3,2.4,Yes,Saumya Solanki,Quae illum ad quis itaque expedita perferendis.
TMS00879,EMP023,Dev Agrawal,PRJ015,TSK00434,24-05-2026,9.4,1.8,Yes,Yuvraj Palla,Voluptas maiores architecto iste illo quam voluptatum.
TMS00880,EMP091,Ubika Sachdev,PRJ015,TSK00435,24-05-2026,5.8,0,Yes,Onveer Mittal,Pariatur quaerat autem nostrum.
TMS00881,EMP036,Abhimanyu Contractor,PRJ015,TSK00436,24-05-2026,3.1,2.4,No,Girik Dara,Eaque ut culpa deserunt quas quibusdam numquam aliquam.
TMS00882,EMP022,Ekavir Barman,PRJ015,TSK00437,24-05-2026,5.8,0.9,Yes,Anamika Agrawal,Itaque voluptate amet officia labore modi at.
TMS00883,EMP022,Ekavir Barman,PRJ015,TSK00437,24-05-2026,3.9,1.2,No,Anthony Apte,Sed vitae at nihil.
TMS00884,EMP022,Ekavir Barman,PRJ015,TSK00437,24-05-2026,7.6,1.1,No,Frederick Setty,Tempore tenetur accusamus.
TMS00885,EMP030,Dakshesh Kala,PRJ015,TSK00438,24-05-2026,2.6,1.8,Yes,Nihal Bhatia,Quo vitae veritatis quas quisquam delectus recusandae quod.
TMS00886,EMP030,Dakshesh Kala,PRJ015,TSK00438,24-05-2026,9.6,2.8,No,Veer Kata,Ex veniam officia deserunt quia.
